bug_id,fixed_file,decision
298698,N/A,not-localizable
307302,N/A,not-localizable
326200,N/A,not-localizable
326479,N/A,not-localizable
327365,N/A,not-localizable
327113,N/A,not-localizable
316712,N/A,not-localizable
326672,N/A,not-localizable
324254,N/A,not-localizable
327974,Path,localizable
326861,N/A,not-localizable
327995,N/A,not-localizable
327362,IE,localizable
305672,N/A,not-localizable
328290,Composite,localizable
324236,N/A,not-localizable
328396,N/A,not-localizable
150870,Printer,localizable
300620,OS,localizable
328740,N/A,not-localizable
328794,N/A,not-localizable
328053,N/A,not-localizable
328950,N/A,not-localizable
328706,Link,localizable
328864,N/A,not-localizable
328945,N/A,not-localizable
329181,Shell,localizable
328654,HTMLTransfer,localizable
227638,N/A,not-localizable
329576,N/A,not-localizable
327332,Tree,localizable
322525,DateTime,localizable
324102,N/A,not-localizable
328909,Table,localizable
329916,TableItem,localizable
329814,N/A,not-localizable
330268,N/A,not-localizable
329058,BrowserFunction,localizable
330299,Tree,localizable
307345,OS,localizable
319893,N/A,not-localizable
327560,OleControlSite,localizable
331676,N/A,not-localizable
331698,N/A,not-localizable
331453,N/A,not-localizable
331474,Shell,localizable
330540,Shell,localizable
330757,WebKit,localizable
331993,Display,localizable
332083,N/A,not-localizable
332003,DateTime,localizable
332600,Combo,localizable
332700,IE,localizable
332599,Display,localizable
210451,N/A,not-localizable
332872,N/A,not-localizable
332709,N/A,not-localizable
332887,Snippet40,localizable
332917,N/A,not-localizable
332830,N/A,not-localizable
333086,SWT,localizable
333053,Control,localizable
332282,N/A,not-localizable
332389,Display,localizable
333386,Combo,localizable
333493,N/A,not-localizable
333500,Text,localizable
331310,N/A,not-localizable
333893,Shell,localizable
333914,N/A,not-localizable
334067,N/A,not-localizable
319188,N/A,not-localizable
334420,Table,localizable
324662,Link,localizable
334723,SWT,localizable
292780,N/A,not-localizable
322293,N/A,not-localizable
334624,N/A,not-localizable
332096,N/A,not-localizable
334865,N/A,not-localizable
335382,BrowserFactory,localizable
335589,N/A,not-localizable
329216,StyledText,localizable
335882,N/A,not-localizable
335304,DateTime,localizable
335172,DropTarget,localizable
335928,N/A,not-localizable
272331,PrintDialog,localizable
329872,N/A,not-localizable
336624,N/A,not-localizable
306039,TaskBar,localizable
320636,CCombo,localizable
325241,Display,localizable
335134,CCombo,localizable
337203,N/A,not-localizable
337263,LineAttributes,localizable
337499,N/A,not-localizable
335887,WebKit,localizable
335373,N/A,not-localizable
275071,N/A,not-localizable
338448,N/A,not-localizable
324155,OS,localizable
329456,Menu,localizable
338825,N/A,not-localizable
338937,SWT,localizable
338965,MessageBox,localizable
336957,Display,localizable
339116,N/A,not-localizable
338981,Text,localizable
339345,N/A,not-localizable
333323,Mozilla,localizable
333759,N/A,not-localizable
339941,N/A,not-localizable
339655,Program,localizable
116892,Table,localizable
340248,N/A,not-localizable
340603,TextLayout,localizable
65899,StyledText,localizable
327260,N/A,not-localizable
270490,Mozilla,localizable
243894,Tree,localizable
334746,N/A,not-localizable
341212,Tree,localizable
341361,N/A,not-localizable
341134,Tree,localizable
336379,Snippet345,localizable
342279,N/A,not-localizable
341958,N/A,not-localizable
342192,PrintDialog,localizable
342488,N/A,not-localizable
341190,N/A,not-localizable
341402,OS,localizable
343093,N/A,not-localizable
343560,N/A,not-localizable
342648,Tree,localizable
335307,Table,localizable
333630,N/A,not-localizable
339138,Text,localizable
343816,List,localizable
338127,N/A,not-localizable
344324,N/A,not-localizable
335056,Link,localizable
317219,Shell,localizable
343932,N/A,not-localizable
344597,WebSite,localizable
344516,TextLayout,localizable
344642,OS,localizable
344591,Printer,localizable
344686,N/A,not-localizable
87238,TextLayout,localizable
343454,N/A,not-localizable
336485,N/A,not-localizable
317255,N/A,not-localizable
306941,N/A,not-localizable
344878,N/A,not-localizable
344392,ToolBar,localizable
344487,N/A,not-localizable
344460,CoolBar,localizable
341895,N/A,not-localizable
345924,N/A,not-localizable
345892,N/A,not-localizable
322912,N/A,not-localizable
175821,N/A,not-localizable
347022,IE,localizable
345650,N/A,not-localizable
340297,Tree,localizable
348761,Button,localizable
347490,Shell,localizable
352291,TextLayout,localizable
351494,List,localizable
352487,N/A,not-localizable
335857,Sash,localizable
348164,N/A,not-localizable
352860,N/A,not-localizable
345411,TableItem,localizable
352694,GC,localizable
347756,Shell,localizable
348309,OS,localizable
345979,N/A,not-localizable
353523,OS,localizable
352880,N/A,not-localizable
350751,TrayItem,localizable
281912,N/A,not-localizable
350312,N/A,not-localizable
326311,N/A,not-localizable
355090,N/A,not-localizable
355524,N/A,not-localizable
349812,N/A,not-localizable
356476,N/A,not-localizable
355149,N/A,not-localizable
343331,GLCanvas,localizable
357138,Mozilla,localizable
357696,N/A,not-localizable
354745,N/A,not-localizable
331948,DateTime,localizable
358188,TextLayout,localizable
357127,N/A,not-localizable
349978,Accessible,localizable
345682,WebKit,localizable
357026,Table,localizable
359289,N/A,not-localizable
342282,N/A,not-localizable
293932,N/A,not-localizable
345093,Shell,localizable
350783,N/A,not-localizable
359101,N/A,not-localizable
355815,N/A,not-localizable
154904,TreeColumn,localizable
27096,StyledText,localizable
332259,Mozilla,localizable
361189,StyledText,localizable
346517,CTabFolder,localizable
361177,CTabFolder,localizable
361292,StyledText,localizable
361313,N/A,not-localizable
304001,N/A,not-localizable
359869,N/A,not-localizable
356571,Image,localizable
362291,N/A,not-localizable
362999,Printer,localizable
275159,Accessible,localizable
337269,ToolTip,localizable
335962,N/A,not-localizable
362625,N/A,not-localizable
297186,N/A,not-localizable
363801,CCombo,localizable
350362,N/A,not-localizable
360872,GtkCombo,localizable
361004,N/A,not-localizable
362246,N/A,not-localizable
364144,N/A,not-localizable
333448,N/A,not-localizable
340729,Mozilla,localizable
364769,N/A,not-localizable
364768,N/A,not-localizable
364767,N/A,not-localizable
364766,ToolBar,localizable
364764,N/A,not-localizable
364761,N/A,not-localizable
219305,N/A,not-localizable
365462,Link,localizable
365772,N/A,not-localizable
365807,N/A,not-localizable
365473,N/A,not-localizable
366989,WebKitGTK,localizable
367120,N/A,not-localizable
96320,N/A,not-localizable
367414,N/A,not-localizable
344401,N/A,not-localizable
367848,N/A,not-localizable
368290,N/A,not-localizable
348205,N/A,not-localizable
367809,OS,localizable
368417,StyledText,localizable
368616,N/A,not-localizable
369151,N/A,not-localizable
369152,N/A,not-localizable
369225,N/A,not-localizable
369226,N/A,not-localizable
369227,N/A,not-localizable
369228,N/A,not-localizable
356414,Tree,localizable
357559,N/A,not-localizable
369757,N/A,not-localizable
358022,N/A,not-localizable
368993,N/A,not-localizable
369599,N/A,not-localizable
368757,OS,localizable
363309,OS,localizable
338975,N/A,not-localizable
368710,ProgressBar,localizable
370355,Combo,localizable
362133,N/A,not-localizable
337979,N/A,not-localizable
355341,TabFolder,localizable
372599,TextLayout,localizable
372729,N/A,not-localizable
372760,StyledText,localizable
372138,N/A,not-localizable
333972,BrowserFunction,localizable
373794,BrowserFunction,localizable
364116,N/A,not-localizable
374628,GC,localizable
374948,N/A,not-localizable
353084,N/A,not-localizable
375619,N/A,not-localizable
373253,N/A,not-localizable
373036,N/A,not-localizable
375830,N/A,not-localizable
376183,N/A,not-localizable
373467,N/A,not-localizable
353305,WebKit,localizable
365961,StyledText,localizable
375721,StyledText,localizable
376826,N/A,not-localizable
376589,N/A,not-localizable
377074,TabItem,localizable
377385,N/A,not-localizable
377155,CCombo,localizable
99718,CCombo,localizable
378344,SegmentListener,localizable
340054,N/A,not-localizable
378060,N/A,not-localizable
379042,N/A,not-localizable
378081,Combo,localizable
372790,WinICOFileFormat,localizable
378482,N/A,not-localizable
377472,N/A,not-localizable
368629,IE,localizable
379005,Clipboard,localizable
379791,N/A,not-localizable
379998,N/A,not-localizable
380730,N/A,not-localizable
378264,CTabFolder,localizable
382840,N/A,not-localizable
382887,N/A,not-localizable
339342,CTabFolder,localizable
376448,OS,localizable
383069,URLTransfer,localizable
113342,GC,localizable
381333,N/A,not-localizable
383074,Tracker,localizable
383328,N/A,not-localizable
322638,N/A,not-localizable
339344,CTabFolder,localizable
381006,N/A,not-localizable
380533,N/A,not-localizable
384725,N/A,not-localizable
385570,N/A,not-localizable
384381,HTMLTransfer,localizable
377600,Shell,localizable
377961,N/A,not-localizable
368543,N/A,not-localizable
245388,Combo,localizable
345296,N/A,not-localizable
386594,N/A,not-localizable
385070,N/A,not-localizable
385939,N/A,not-localizable
386260,Program,localizable
386778,N/A,not-localizable
378168,Group,localizable
386177,Shell,localizable
387245,N/A,not-localizable
387133,N/A,not-localizable
387144,N/A,not-localizable
386220,N/A,not-localizable
387518,N/A,not-localizable
387980,N/A,not-localizable
379792,Tree,localizable
372560,Combo,localizable
383189,Combo,localizable
384315,N/A,not-localizable
382175,Image,localizable
387338,N/A,not-localizable
378383,OS,localizable
388990,N/A,not-localizable
386893,N/A,not-localizable
383890,N/A,not-localizable
324435,N/A,not-localizable
388419,N/A,not-localizable
389773,CTabFolder,localizable
387641,Sash,localizable
389250,N/A,not-localizable
383392,StyledText,localizable
390713,ToolBar,localizable
390735,N/A,not-localizable
390734,N/A,not-localizable
385253,N/A,not-localizable
388574,N/A,not-localizable
391035,N/A,not-localizable
391269,DateTime,localizable
383369,N/A,not-localizable
391398,N/A,not-localizable
391404,N/A,not-localizable
391408,N/A,not-localizable
391413,N/A,not-localizable
387755,N/A,not-localizable
377019,FileDialog,localizable
391675,CLabel,localizable
391722,ToolItem,localizable
380966,Tree,localizable
391127,N/A,not-localizable
391263,N/A,not-localizable
391267,N/A,not-localizable
391892,N/A,not-localizable
259141,Tree,localizable
392048,N/A,not-localizable
390853,Browser,localizable
391050,N/A,not-localizable
391364,StyledText,localizable
392420,N/A,not-localizable
384887,Text,localizable
390514,Combo,localizable
365934,N/A,not-localizable
387204,Table,localizable
391254,CTabFolder,localizable
392229,N/A,not-localizable
392569,N/A,not-localizable
391459,N/A,not-localizable
388105,N/A,not-localizable
384886,Text,localizable
392488,N/A,not-localizable
392610,N/A,not-localizable
392616,N/A,not-localizable
391742,DirectoryDialog,localizable
390041,N/A,not-localizable
392811,N/A,not-localizable
392389,N/A,not-localizable
387315,N/A,not-localizable
392839,N/A,not-localizable
392785,N/A,not-localizable
392784,N/A,not-localizable
389910,GdkRGBA,localizable
380875,N/A,not-localizable
393156,N/A,not-localizable
393681,N/A,not-localizable
383305,N/A,not-localizable
393729,N/A,not-localizable
39934,N/A,not-localizable
372145,N/A,not-localizable
393919,Label,localizable
393727,N/A,not-localizable
393856,N/A,not-localizable
393726,N/A,not-localizable
393723,N/A,not-localizable
393728,N/A,not-localizable
393792,N/A,not-localizable
394473,Mozilla,localizable
388402,List,localizable
392498,GC,localizable
391627,N/A,not-localizable
395411,N/A,not-localizable
395464,N/A,not-localizable
394851,N/A,not-localizable
381915,N/A,not-localizable
398386,N/A,not-localizable
398046,ToolTip,localizable
393833,N/A,not-localizable
398070,N/A,not-localizable
395169,Table,localizable
399151,N/A,not-localizable
399563,N/A,not-localizable
388628,N/A,not-localizable
403346,N/A,not-localizable
403191,N/A,not-localizable
399560,Control,localizable
403941,N/A,not-localizable
398176,N/A,not-localizable
399547,N/A,not-localizable
396316,Table,localizable
399562,ProgressBar,localizable
384175,Text,localizable
397107,N/A,not-localizable
403102,N/A,not-localizable
404163,N/A,not-localizable
235618,GCData,localizable
404776,WebKit,localizable
405244,N/A,not-localizable
406912,N/A,not-localizable
406623,StyledText,localizable
392774,N/A,not-localizable
407457,N/A,not-localizable
389491,N/A,not-localizable
407479,Tracker,localizable
407555,OS,localizable
408146,N/A,not-localizable
358376,N/A,not-localizable
408608,N/A,not-localizable
407862,N/A,not-localizable
408298,Text,localizable
408957,N/A,not-localizable
407270,N/A,not-localizable
394803,N/A,not-localizable
411058,XPCOM,localizable
411006,Menu,localizable
409239,Menu,localizable
409603,N/A,not-localizable
410683,N/A,not-localizable
411203,N/A,not-localizable
412706,N/A,not-localizable
412885,Combo,localizable
413200,Scrollable,localizable
413316,Shell,localizable
413199,MessageBox,localizable
413197,Menu,localizable
413195,Label,localizable
412880,N/A,not-localizable
413325,FontDialog,localizable
413328,ExpandBar,localizable
413331,Display,localizable
413333,Slider,localizable
413334,DirectoryDialog,localizable
413335,Control,localizable
413337,ColorDialog,localizable
413338,Button,localizable
413457,FileDialog,localizable
408505,N/A,not-localizable
413455,N/A,not-localizable
414957,N/A,not-localizable
411452,N/A,not-localizable
414455,N/A,not-localizable
409029,CTabFolder,localizable
412584,Text,localizable
414134,N/A,not-localizable
336054,Combo,localizable
410904,N/A,not-localizable
414371,N/A,not-localizable
409353,JavadocBasher,localizable
420052,N/A,not-localizable
404543,N/A,not-localizable
420182,N/A,not-localizable
377113,N/A,not-localizable
405453,N/A,not-localizable
422042,N/A,not-localizable
421045,N/A,not-localizable
422090,Tree,localizable
358407,N/A,not-localizable
416799,N/A,not-localizable
423721,N/A,not-localizable
423951,N/A,not-localizable
424840,N/A,not-localizable
425157,N/A,not-localizable
421255,N/A,not-localizable
425516,N/A,not-localizable
423012,N/A,not-localizable
425907,StyledText,localizable
339754,DateTime,localizable
425999,N/A,not-localizable
426009,StyledText,localizable
